title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Barbie,"$1,445,638,421","$636,238,421",44%,"$809,400,000",56%,Yes
The Super Mario Bros. Movie,"$1,361,992,475","$574,934,330",42.2%,"$787,058,145",57.8%,Yes
Oppenheimer,"$974,584,960","$329,862,540",33.8%,"$644,722,420",66.2%,Yes
Guardians of the Galaxy Vol. 3,"$845,555,777","$358,995,815",42.5%,"$486,559,962",57.5%,Yes
Fast X,"$704,875,015","$146,126,015",20.7%,"$558,749,000",79.3%,Yes
Spider-Man: Across the Spider-Verse,"$690,615,475","$381,311,319",55.2%,"$309,304,156",44.8%,Yes
Wonka,"$632,302,312","$218,402,312",34.5%,"$413,900,000",65.5%,Yes
The Little Mermaid,"$569,626,289","$298,172,056",52.3%,"$271,454,233",47.7%,Yes
Mission: Impossible - Dead Reckoning Part One,"$567,535,383","$172,135,383",30.3%,"$395,400,000",69.7%,Yes
Elemental,"$496,444,308","$154,426,697",31.1%,"$342,017,611",68.9%,Yes
Ant-Man and the Wasp: Quantumania,"$476,071,180","$214,504,909",45.1%,"$261,566,271",54.9%,Yes
John Wick: Chapter 4,"$440,157,245","$187,131,806",42.5%,"$253,025,439",57.5%,Yes
Transformers: Rise of the Beasts,"$438,966,392","$157,066,392",35.8%,"$281,900,000",64.2%,Yes
Aquaman and the Lost Kingdom,"$434,381,226","$124,481,226",28.7%,"$309,900,000",71.3%,Yes
Meg 2: The Trench,"$397,700,317","$82,600,317",20.8%,"$315,100,000",79.2%,Yes
Indiana Jones and the Dial of Destiny,"$383,963,057","$174,480,468",45.4%,"$209,482,589",54.6%,Yes
The Hunger Games: The Ballad of Songbirds & Snakes,"$337,371,917","$166,350,594",49.3%,"$171,021,323",50.7%,Yes
Migration,"$298,255,490","$127,306,285",42.7%,"$170,949,205",57.3%,Yes
Five Nights at Freddy's,"$291,493,620","$137,275,620",47.1%,"$154,218,000",52.9%,Yes
Creed III,"$276,148,615","$156,248,615",56.6%,"$119,900,000",43.4%,Yes
The Flash,"$271,333,313","$108,133,313",39.9%,"$163,200,000",60.1%,Yes
The Nun II,"$269,467,073","$86,267,073",32%,"$183,200,000",68%,Yes
Taylor Swift: The Eras Tour,"$261,656,269","$180,756,269",69.1%,"$80,900,000",30.9%,Yes
Wish,"$254,997,360","$63,973,821",25.1%,"$191,023,539",74.9%,Yes
Sound of Freedom,"$250,570,396","$184,178,046",73.5%,"$66,392,350",26.5%,Yes
Napoleon,"$221,044,520","$61,524,375",27.8%,"$159,520,145",72.2%,Yes
Anyone But You,"$219,737,477","$88,319,668",40.2%,"$131,417,809",59.8%,Yes
Trolls Band Together,"$209,333,014","$102,996,915",49.2%,"$106,336,099",50.8%,Yes
Dungeons & Dragons: Honor Among Thieves,"$208,177,026","$93,277,026",44.8%,"$114,900,000",55.2%,Yes
The Marvels,"$206,136,557","$84,500,223",41%,"$121,636,334",59%,Yes
PAW Patrol: The Mighty Movie,"$202,231,360","$65,231,360",32.3%,"$137,000,000",67.7%,Yes
The Equalizer 3,"$191,067,560","$92,373,751",48.3%,"$98,693,809",51.7%,Yes
Insidious: The Red Door,"$189,086,877","$82,156,962",43.4%,"$106,929,915",56.6%,Yes
Teenage Mutant Ninja Turtles: Mutant Mayhem,"$180,513,586","$118,613,586",65.7%,"$61,900,000",34.3%,Yes
The Boy and the Heron,"$173,703,449","$46,830,188",27%,"$126,873,261",73%,Yes
Scream VI,"$168,961,389","$108,161,389",64%,"$60,800,000",36%,Yes
Killers of the Flower Moon,"$157,026,901","$68,026,901",43.3%,"$89,000,000",56.7%,Yes
Evil Dead Rise,"$147,033,054","$67,233,054",45.7%,"$79,800,000",54.3%,Yes
The Exorcist: Believer,"$136,284,218","$65,537,395",48.1%,"$70,746,823",51.9%,Yes
Shazam! Fury of the Gods,"$134,038,006","$57,638,006",43%,"$76,400,000",57%,Yes
Blue Beetle,"$130,788,072","$72,488,072",55.4%,"$58,300,000",44.6%,Yes
A Haunting in Venice,"$122,290,456","$42,471,412",34.7%,"$79,819,044",65.3%,Yes
Gran Turismo,"$122,101,055","$44,428,554",36.4%,"$77,672,501",63.6%,Yes
Poor Things,"$117,537,274","$34,553,225",29.4%,"$82,984,049",70.6%,Yes
Haunted Mansion,"$117,449,790","$67,653,287",57.6%,"$49,796,503",42.4%,Yes
Godzilla Minus One,"$115,857,413","$56,418,793",48.7%,"$59,438,620",51.3%,Yes
Pathaan,"$112,583,450","$17,487,476",15.5%,"$95,095,974",84.5%,Yes
Saw X,"$111,823,047","$53,607,898",47.9%,"$58,215,149",52.1%,Yes
Detective Conan: Black Iron Submarine,"$106,771,806",-,-,"$106,771,806",100%,Yes
The Creator,"$104,272,136","$40,774,679",39.1%,"$63,497,457",60.9%,Yes
12.12: The Day,"$97,476,565",-,-,"$97,476,565",100%,Yes
Animal,"$92,870,227","$15,004,482",16.2%,"$77,865,745",83.8%,Yes
Talk to Me,"$92,181,735","$48,299,436",52.4%,"$43,882,299",47.6%,Yes
Air,"$90,060,106","$52,460,106",58.3%,"$37,600,000",41.7%,Yes
Cocaine Bear,"$88,314,672","$64,670,240",73.2%,"$23,644,432",26.8%,Yes
No Hard Feelings,"$87,256,407","$50,452,282",57.8%,"$36,804,125",42.2%,Yes
The Roundup: No Way Out,"$83,410,298","$909,411",1.1%,"$82,500,887",98.9%,Yes
The Pope's Exorcist,"$76,987,621","$20,009,380",26%,"$56,978,241",74%,Yes
Plane,"$74,515,586","$32,111,181",43.1%,"$42,404,405",56.9%,Yes
Titanic 25 Year Anniversary,"$70,157,472","$15,033,795",21.4%,"$55,123,677",78.6%,Yes
The Color Purple,"$67,519,191","$60,619,191",89.8%,"$6,900,000",10.2%,Yes
The Boogeyman,"$67,307,243","$43,244,282",64.2%,"$24,062,961",35.8%,Yes
65,"$60,730,568","$32,062,904",52.8%,"$28,667,664",47.2%,Yes
Spy x Family Code: White,"$59,593,230","$8,077,890",13.6%,"$51,515,340",86.4%,Yes
Magic Mike's Last Dance,"$57,105,156","$26,005,156",45.5%,"$31,100,000",54.5%,Yes
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"$56,319,794","$10,117,806",18%,"$46,201,988",82%,Yes
The Boys in the Boat,"$55,473,594","$52,641,306",94.9%,"$2,832,288",5.1%,Yes
Knock at the Cabin,"$54,760,947","$35,397,980",64.6%,"$19,362,967",35.4%,Yes
Mummies,"$54,475,970","$4,275,970",7.8%,"$50,200,000",92.2%,Yes
Jesus Revolution,"$54,295,801","$52,102,987",96%,"$2,192,814",4%,Yes
Asteroid City,"$53,857,743","$28,153,025",52.3%,"$25,704,718",47.7%,Yes
One Life,"$52,555,026","$5,716,885",10.9%,"$46,838,141",89.1%,Yes
Operation Fortune: Ruse de Guerre,"$48,983,306","$6,496,125",13.3%,"$42,487,181",86.7%,Yes
The Zone of Interest,"$48,963,682","$8,659,464",17.7%,"$40,304,218",82.3%,Yes
Missing,"$48,767,848","$32,502,025",66.6%,"$16,265,823",33.4%,Yes
There's Still Tomorrow,"$46,670,172",-,-,"$46,670,172",100%,Yes
Thanksgiving,"$46,553,280","$31,908,884",68.5%,"$14,644,396",31.5%,Yes
Asterix & Obelix: The Middle Kingdom,"$46,497,678",-,-,"$46,497,678",100%,Yes
Ruby Gillman: Teenage Kraken,"$45,528,749","$15,753,600",34.6%,"$29,775,149",65.4%,Yes
The Iron Claw,"$45,200,720","$35,070,296",77.6%,"$10,130,424",22.4%,Yes
The Holdovers,"$44,660,228","$20,355,375",45.6%,"$24,304,853",54.4%,Yes
Renaissance: A Film by Beyoncé,"$43,989,684","$33,889,684",77%,"$10,100,000",23%,Yes
Son of a Rich 2,"$43,162,942",-,-,"$43,162,942",100%,Yes
Past Lives,"$42,339,779","$11,185,625",26.4%,"$31,154,154",73.6%,Yes
Ferrari,"$42,285,029","$18,550,028",43.9%,"$23,735,001",56.1%,Yes
80 for Brady,"$40,362,938","$39,330,588",97.4%,"$1,032,350",2.6%,Yes
"Miraculous: Ladybug & Cat Noir, the Movie","$40,206,331",-,-,"$40,206,331",100%,Yes
My Big Fat Greek Wedding 3,"$38,831,076","$28,496,030",73.4%,"$10,335,046",26.6%,Yes
The Expendables 4,"$37,917,985","$16,710,153",44.1%,"$21,207,832",55.9%,Yes
Doraemon the Movie: Nobita's Sky Utopia,"$37,475,850",-,-,"$37,475,850",100%,Yes
Smugglers,"$36,851,831",-,-,"$36,851,831",100%,Yes
Kingdom 3,"$36,259,522",-,-,"$36,259,522",100%,Yes
Ride On,"$36,258,730","$128,950",0.4%,"$36,129,780",99.6%,Yes
Strays,"$36,071,267","$23,988,885",66.5%,"$12,082,382",33.5%,Yes
Anatomy of a Fall,"$35,647,415","$5,076,369",14.2%,"$30,571,046",85.8%,Yes
Noryang: Deadly Sea,"$34,210,966","$315,245",0.9%,"$33,895,721",99.1%,Yes
Alibi.com 2,"$34,114,308",-,-,"$34,114,308",100%,Yes
The Bremen Town Musicians,"$34,082,274",-,-,"$34,082,274",100%,Yes
Priscilla,"$32,959,269","$20,960,939",63.6%,"$11,998,330",36.4%,Yes
Don't Call it Mystery: The Movie,"$32,488,540",-,-,"$32,488,540",100%,Yes
The Three Musketeers - Part I: D'Artagnan,"$32,138,323",-,-,"$32,138,323",100%,Yes
Tokyo MER,"$30,239,900",-,-,"$30,239,900",100%,Yes
Interstellar 2023  Re-release,"$30,093,495",-,-,"$30,093,495",100%,Yes
Concrete Utopia,"$30,077,348",-,-,"$30,077,348",100%,Yes
BTS: Yet to Come in Cinemas,"$29,291,883","$8,093,270",27.6%,"$21,198,613",72.4%,Yes
Book Club: The Next Chapter,"$29,014,500","$17,581,565",60.6%,"$11,432,935",39.4%,Yes
I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),"$28,933,626",-,-,"$28,933,626",100%,Yes
Jawan,"$28,499,044","$15,198,530",53.3%,"$13,300,514",46.7%,Yes
The Wish of the Fairy Fish,"$28,218,581",-,-,"$28,218,581",100%,Yes
Toy Story 2023 Re-release,"$27,503,758",-,-,"$27,503,758",100%,Yes
Renfield,"$26,493,921","$17,297,895",65.3%,"$9,196,026",34.7%,Yes
Gravity 2023 Re-release (10th Anniversary),"$24,981,634",-,-,"$24,981,634",100%,Yes
Perfect Days,"$24,937,772","$3,766,668",15.1%,"$21,171,104",84.9%,Yes
Shin Jigen! Crayon Shin-chan the Movie,"$23,655,553",-,-,"$23,655,553",100%,Yes
The Challenge,"$23,219,519",-,-,"$23,219,519",100%,Yes
American Fiction,"$22,483,370","$21,098,470",93.8%,"$1,384,900",6.2%,Yes
The Last Voyage of the Demeter,"$21,786,275","$13,637,180",62.6%,"$8,149,095",37.4%,Yes
The Three Musketeers - Part II: Milady,"$21,736,196",-,-,"$21,736,196",100%,Yes
Guy Ritchie's the Covenant,"$21,632,392","$16,938,039",78.3%,"$4,694,353",21.7%,Yes
Radical,"$21,490,367","$8,702,731",40.5%,"$12,787,636",59.5%,Yes
"Are You There God? It's Me, Margaret.","$21,464,043","$20,372,406",94.9%,"$1,091,637",5.1%,Yes
Saltburn,"$21,026,167","$11,425,829",54.3%,"$9,600,338",45.7%,Yes
Dumb Money,"$20,703,794","$13,925,356",67.3%,"$6,761,614",32.7%,Yes
All of Us Strangers,"$20,158,752","$4,050,103",20.1%,"$16,108,649",79.9%,Yes
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"$19,816,631",-,-,"$19,816,631",100%,Yes
My Happy Marriage,"$19,506,407",-,-,"$19,506,407",100%,Yes
The House of No Man,"$19,490,980",-,-,"$19,490,980",100%,Yes
Champions,"$19,159,065","$16,397,335",85.6%,"$2,761,730",14.4%,Yes
Retribution,"$18,685,751","$6,937,696",37.1%,"$11,748,055",62.9%,Yes
Next Goal Wins,"$18,648,802","$6,713,826",36%,"$11,934,976",64%,Yes
Love Reset,"$18,425,590",-,-,"$18,425,590",100%,Yes
The Blackening,"$18,169,453","$17,707,207",97.5%,"$462,246",2.5%,Yes
About My Father,"$18,167,819","$12,089,391",66.5%,"$6,078,428",33.5%,Yes
Mavka: The Forest Song,"$17,897,562",-,-,"$17,897,562",100%,Yes
The Birth of Kitaro: Mystery of GeGeGe,"$17,842,454",-,-,"$17,842,454",100%,Yes
The Blind,"$17,265,487","$17,265,487",100%,-,-,No
Tokyo Revengers 2: Bloody Halloween - Destiny,"$17,216,567",-,-,"$17,216,567",100%,Yes
Hypnotic,"$16,281,937","$4,500,169",27.6%,"$11,781,768",72.4%,Yes
The Legend & Butterfly,"$16,087,771",-,-,"$16,087,771",100%,Yes
Die drei ??? - Erbe des Drachen,"$15,860,016",-,-,"$15,860,016",100%,Yes
Shin Kamen Rider,"$15,835,414",-,-,"$15,835,414",100%,Yes
Joy Ride,"$15,787,674","$12,897,789",81.7%,"$2,889,885",18.3%,Yes
Dunki,"$15,473,051","$7,460,159",48.2%,"$8,012,892",51.8%,Yes
Tonde Saitama: Biwako Yori Ai o Komete,"$15,107,891",-,-,"$15,107,891",100%,Yes
Only 3 Days Left,"$14,985,705",-,-,"$14,985,705",100%,Yes
Open Season,"$14,961,612",-,-,"$14,961,612",100%,Yes
A Guilty Conscience,"$14,911,562",-,-,"$14,911,562",100%,Yes
Epic Tails,"$14,854,710","$355,088",2.4%,"$14,499,622",97.6%,Yes
Tokyo Revengers 2: Bloody Halloween - Decisive Battle,"$14,584,970",-,-,"$14,584,970",100%,Yes
Dr. Cheon and Lost Talisman,"$14,574,445","$84,362",0.6%,"$14,490,083",99.4%,Yes
Sisu,"$14,281,199","$7,265,622",50.9%,"$7,015,577",49.1%,Yes
Rehragout-Rendezvous,"$14,127,069",-,-,"$14,127,069",100%,Yes
Ocho apellidos marroquís,"$14,075,140",-,-,"$14,075,140",100%,Yes
Jeanne du Barry,"$13,843,324",-,-,"$13,843,324",100%,Yes
His Only Son,"$13,817,186","$12,392,740",89.7%,"$1,424,446",10.3%,Yes
The Point Men,"$13,433,834",-,-,"$13,433,834",100%,Yes
"Manta, Manta: Legacy","$13,078,126",-,-,"$13,078,126",100%,Yes
Bottoms,"$12,976,079","$12,036,071",92.8%,"$940,008",7.2%,Yes
Three heroes and the Navel of the Earth,"$12,950,428",-,-,"$12,950,428",100%,Yes
Championext,"$12,877,645",-,-,"$12,877,645",100%,Yes
Dream Scenario,"$12,732,319","$5,742,193",45.1%,"$6,990,126",54.9%,Yes
Love Again,"$12,696,584","$6,230,837",49.1%,"$6,465,747",50.9%,Yes
Beau Is Afraid,"$12,337,378","$8,176,562",66.3%,"$4,160,816",33.7%,Yes
The Shift,"$12,238,643","$12,118,219",99%,"$120,424",1%,Yes
Salaar,"$11,958,548","$8,929,282",74.7%,"$3,029,266",25.3%,Yes
After Death,"$11,827,771","$11,478,326",97%,"$349,445",3%,Yes
Tiger 3,"$11,713,932","$5,365,263",45.8%,"$6,348,669",54.2%,Yes
Face Off 6: The Ticket of Destiny,"$11,538,081",-,-,"$11,538,081",100%,Yes
Jungle Bunch: Operation Meltdown,"$11,344,373","$831,200",7.3%,"$10,513,173",92.7%,Yes
Silent Night,"$11,067,228","$8,012,103",72.4%,"$3,055,125",27.6%,Yes
What's Love Got to Do with It?,"$11,065,050",-,-,"$11,065,050",100%,Yes
Sleep,"$10,967,729",-,-,"$10,967,729",100%,Yes
Samurai Beyond Admiration Record to the World's Best,"$10,876,188",-,-,"$10,876,188",100%,Yes
Honey Sweet,"$10,765,835",-,-,"$10,765,835",100%,Yes
The Machine,"$10,664,328","$10,458,331",98.1%,"$205,997",1.9%,Yes
After Everything,"$10,644,463",-,-,"$10,644,463",100%,Yes
The Nightmare Before Christmas 30th Anniversary Re-Release,"$10,431,631","$10,251,956",98.3%,"$179,675",1.7%,Yes
The Crime Is Mine,"$10,372,821","$111,423",1.1%,"$10,261,398",98.9%,Yes
Freelance,"$10,212,160","$5,314,136",52%,"$4,898,024",48%,Yes
Les Segpa au ski,"$10,203,901",-,-,"$10,203,901",100%,Yes
Sun and Concrete,"$10,119,958",-,-,"$10,119,958",100%,Yes
The Peasants,"$10,010,870","$155,188",1.6%,"$9,855,682",98.4%,Yes
The Great Escaper,"$9,905,557",-,-,"$9,905,557",100%,Yes
Talk to Her Undated France Release,"$9,550,733",-,-,"$9,549,770",100%,Yes
Rafadan Tayfa 4: Hayrimatör,"$9,520,964",-,-,"$9,520,964",100%,Yes
The Braid,"$9,460,852",-,-,"$9,460,852",100%,Yes
Kandahar,"$9,387,311","$4,813,132",51.3%,"$4,574,179",48.7%,Yes
House Party,"$9,285,747","$9,002,247",96.9%,"$283,500",3.1%,Yes
All Your Faces,"$9,056,053",-,-,"$9,056,053",100%,Yes
The Animal Kingdom,"$8,938,787","$11,767",0.1%,"$8,927,020",99.9%,Yes
Cats in the Museum,"$8,896,050",-,-,"$8,896,050",100%,Yes
The Wandering Earth II,"$8,854,786","$5,023,132",56.7%,"$3,831,654",43.3%,Yes
The Taste of Things,"$8,674,072","$2,654,510",30.6%,"$6,019,562",69.4%,Yes
Father & Soldier,"$8,598,322",-,-,"$8,598,322",100%,Yes
PreCure All Stars F,"$8,519,569",-,-,"$8,519,569",100%,Yes
Cobweb,"$8,450,857",-,-,"$8,450,857",100%,Yes
Dream,"$8,317,251",-,-,"$8,317,251",100%,Yes
Vacaciones de verano,"$8,209,854",-,-,"$8,209,854",100%,Yes
On the Wandering Paths,"$8,186,996",-,-,"$8,186,996",100%,Yes
Weekend Rebels,"$8,184,539",-,-,"$8,184,539",100%,Yes
